"body","entityname","userid","username","createdAt","entityName","address","city","country","state"
"🍺🍻🍔🧀🍟","Legends","10212886863311893","Sujay Khandekar","2017-11-01 02:02:47.828+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"🍻🗣🎶😁🎉","Legends","100162404055730","Opico Alpaca","2017-11-01 02:03:41.638+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"❄🥛🍫▶💝","Cold Stone Creamery","100162404055730","Opico Alpaca","2017-11-01 02:15:47.398+00","Cold Stone Creamery","505 East Green Street, Champaign","Champaign","United States","Illinois"
"🎃👻🙏🤘🤘","Legends","10211420821508881","Patrick Li","2017-11-01 03:12:18.116+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"👌☺🤑","Auntie Lee's Chinese Kitchen","1760092214030588","Laurece Omar Vazquez","2017-11-01 03:24:16.088+00","Auntie Lee's Chinese Kitchen","49B East Green Street, Champaign","Champaign","United States","Illinois"
"😁😁😁😿","Bangkok Thai Restaurant & Pho 911","10211420821508881","Patrick Li","2017-11-01 03:49:29.128+00","Bangkok Thai Restaurant & Pho 911","410 East Green Street, Champaign","Champaign","United States","Illinois"
"😍😮😧😦","Jip Bap","10211420821508881","Patrick Li","2017-11-01 03:49:59.783+00","Jip Bap","601 South 6th Street Suite 101, Champaign","Champaign","United States","Illinois"
"🍔🍗🍟😍😍","Legends","10212886863311893","Sujay Khandekar","2017-11-01 04:00:09.72+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"🤔🤔","Legends","10155815510269518","Curtis Wang","2017-11-01 04:06:19.731+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"🍔😋😩🐄🔥","Jurassic Grill","1760092214030588","Laurece Omar Vazquez","2017-11-01 04:27:33.006+00","Jurassic Grill","404 East Green Street, Champaign","Champaign","United States","Illinois"
"🍹🥔🤠😺","Legends","1650050305046950","Ethan Hartowicz","2017-11-01 04:31:24.532+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"😋","Legends","103629337075362","Hubert Gao","2017-11-01 04:37:10.417+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"🍻👏","Legends","10156255282978488","Biplab Deka","2017-11-01 05:25:00.076+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"⏳😴💤🛌☠","Merry Ann's Diner (on Campus)","100162404055730","Opico Alpaca","2017-11-01 06:36:59.665+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"🥂🍱","Sakanaya Restaurant","1654538907940105","Yersultan Kudereyev","2017-11-01 06:50:32.417+00","Sakanaya Restaurant","403 East Green Street, Champaign","Champaign","United States","Illinois"
"🍚🍗","Ambar India Restaurant","1654538907940105","Yersultan Kudereyev","2017-11-01 06:51:57.81+00","Ambar India Restaurant","605 South Wright Street, Champaign","Champaign","United States","Illinois"
"🙃😍🙂","Merry Ann's Diner (on Campus)","10211420821508881","Patrick Li","2017-11-01 07:13:39.686+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"😍🤓🍳🥞","Merry Ann's Diner (on Campus)","1270106893044550","Anjali Ramani","2017-11-01 07:13:48.94+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"🍳🍟🌭🥞😍","Merry Ann's Diner (on Campus)","100162404055730","Opico Alpaca","2017-11-01 07:14:47.583+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"😋👏🐂🥞🍟","Merry Ann's Diner (on Campus)","103629337075362","Hubert Gao","2017-11-01 07:15:04.47+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"⏲🍞🥚🧀","Merry Ann's Diner (on Campus)","1650050305046950","Ethan Hartowicz","2017-11-01 07:15:24.224+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"🍳🥞🤤🤗🔥","Merry Ann's Diner (on Campus)","1507101322644203","Ivonne Casas","2017-11-01 13:52:10.271+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"🍻🎶🎉","Legends","10154464845192091","Tanvi Agarwalla","2017-11-01 14:09:12.143+00","Legends","522 East Green Street, Champaign","Champaign","United States","Illinois"
"😚👌🍵💦","Kung Fu Tea","10210554292241111","Crystal Chen","2017-11-01 19:22:26.483+00","Kung Fu Tea","707 South 6th Street suit 107, Champaign","Champaign","United States","Illinois"
"🌝🍃💨🍔💯","Burger King","1760092214030588","Laurece Omar Vazquez","2017-11-02 00:59:08.355+00","Burger King","1106 West University Avenue, Urbana","Urbana","United States","Illinois"
"🗣🌮","Maize Mexican Grill","1624524684260239","Beto Reyes","2017-11-02 01:07:31.941+00","Maize Mexican Grill","60 East Green Street, Champaign","Champaign","United States","Illinois"
"🚽👌","Jack in the Box","10213860837890673","Gloria Lee","2017-11-02 04:21:50.774+00","Jack in the Box","837 East Washington Street, Petaluma","Petaluma","United States","California"
"🌮💩","Jack in the Box","1632251683493765","Nathan Pavlovic","2017-11-02 04:22:16.859+00","Jack in the Box","837 East Washington Street, Petaluma","Petaluma","United States","California"
"🥊🔥👊👍😀","Luyando Boxing","103629337075362","Hubert Gao","2017-11-02 05:21:38.783+00","Luyando Boxing","219 South Locust Street, Champaign","Champaign","United States","Illinois"
"😍🥊❤🙌","Luyando Boxing","1270106893044550","Anjali Ramani","2017-11-02 05:22:36.431+00","Luyando Boxing","219 South Locust Street, Champaign","Champaign","United States","Illinois"
"😍🐓🥔🍗🐆","KFC","10159323352450136","Savana Savage","2017-11-02 14:50:02.4+00","KFC","2201 West Springfield Avenue, Champaign","Champaign","United States","Illinois"
"😍🤤🐖🍤🔥","Li'l Porgy's Barbeque","10159323352450136","Savana Savage","2017-11-02 14:53:54.308+00","Li'l Porgy's Barbeque","1917 West Springfield Avenue, Champaign","Champaign","United States","Illinois"
"🤡😨😱🎃😅","Midway of Madness Haunted Attraction","100162404055730","Opico Alpaca","2017-11-02 17:36:12.266+00","Midway of Madness Haunted Attraction","1302 North Coler Avenue, Urbana","Urbana","United States","Illinois"
"🌯👌","Se Come Asi Taqueria","1632251683493765","Nathan Pavlovic","2017-11-03 02:42:48.142+00","Se Come Asi Taqueria","1308 Old Bayshore Highway, Burlingame","Burlingame","United States","California"
"😍😍😍😍","Maize Mexican Grill","10211420821508881","Patrick Li","2017-11-03 22:04:25.269+00","Maize Mexican Grill","60 East Green Street, Champaign","Champaign","United States","Illinois"
"😍🤤🤤🙊","Maize Mexican Grill","1270106893044550","Anjali Ramani","2017-11-04 02:31:55.692+00","Maize Mexican Grill","60 East Green Street, Champaign","Champaign","United States","Illinois"
"😅🍤🍜🌶","Bai Tong","10203191900074104","Sunil Khandekar","2017-11-04 21:51:10.9+00","Bai Tong","14515 Big Basin Way, Saratoga","Saratoga","United States","California"
"🥗🤢🎩💰","The Red Cat","115361705896308","Jerry Talton","2017-11-05 01:31:39.786+00","The Red Cat","227 10th Avenue, New York","New York","United States","New York"
"🍜🍗🍣😃","Jun-Men Ramen Bar","115361705896308","Jerry Talton","2017-11-05 01:33:56.459+00","Jun-Men Ramen Bar","249 9th Avenue, New York","New York","United States","New York"
"☕🍪🎵📚🙂","Stumptown Coffee Roasters","115361705896308","Jerry Talton","2017-11-05 01:37:32.975+00","Stumptown Coffee Roasters","30 West 8th Street, New York","New York","United States","New York"
"🐔🚬🌶🤤","Black Dog Smoke & Ale House","10155200088205955","Ranjitha Kumar","2017-11-05 02:06:56.724+00","Black Dog Smoke & Ale House","320 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🙃🤷🤷‍♀️","Wingin Out","1864493876898160","Matea Zaper","2017-11-05 19:00:11.388+00","Wingin Out","301 East Green Street, Champaign","Champaign","United States","Illinois"
"💲💲❌👎","The Red Lion","1864493876898160","Matea Zaper","2017-11-05 19:02:16.82+00","The Red Lion","211 East Green Street, Champaign","Champaign","United States","Illinois"
"🍜🍲🥘🤔","Chopstix","1650050305046950","Ethan Hartowicz","2017-11-06 14:50:55.919+00","Chopstix","202 East Green Street Suite 1, Champaign","Champaign","United States","Illinois"
"☕👨‍💻☺","Latitude Apartments","100162404055730","Opico Alpaca","2017-11-07 04:34:28.452+00","Latitude Apartments","608 East University Avenue, Champaign","Champaign","United States","Illinois"
"🍕🍞🍕😐","Domino's Pizza","100162404055730","Opico Alpaca","2017-11-07 04:35:12.472+00","Domino's Pizza","102 East Green Street, Champaign","Champaign","United States","Illinois"
"👌🍕😍","Rosati's Pizza","100162404055730","Opico Alpaca","2017-11-07 04:35:38.486+00","Rosati's Pizza","701 S Gregory St H, Urbana","Urbana","United States","Illinois"
"🍎🍇🍓🥗☺","Farmers Market on Historic North 1st Street","100162404055730","Opico Alpaca","2017-11-07 21:44:57.614+00","Farmers Market on Historic North 1st Street","201 North 1st Street, Champaign","Champaign","United States","Illinois"
"🍜👨‍👩‍👧‍👦🍻😍👍","Ippudo NY","115361705896308","Jerry Talton","2017-11-07 23:55:11.131+00","Ippudo NY","65 4th Avenue, New York","New York","United States","New York"
"🍕🐇🤤❤","Joe's Pizza","115361705896308","Jerry Talton","2017-11-08 00:00:38.492+00","Joe's Pizza","7 Carmine Street, New York","New York","United States","New York"
"🦈💿☕🙏🌅","Hammerhead Coffee","10212886863311893","Sujay Khandekar","2017-11-08 15:43:27.596+00","Hammerhead Coffee","608 East University Avenue, Champaign","Champaign","United States","Illinois"
"💻😓🐞⏰","Thomas M. Siebel Center for Computer Science","10212886863311893","Sujay Khandekar","2017-11-08 19:17:23.65+00","Thomas M. Siebel Center for Computer Science","201 North Goodwin Avenue, Urbana","Urbana","United States","Illinois"
"🍺🍻🔥","Murphy's Pub","1645283775532459","Abhishek Johri","2017-11-08 22:10:39.565+00","Murphy's Pub","604 East Green Street, Champaign","Champaign","United States","Illinois"
"🍺🍺🍺","Murphy's Pub","10213808361379554","Kanishk Thareja","2017-11-09 02:00:38.451+00","Murphy's Pub","604 East Green Street, Champaign","Champaign","United States","Illinois"
"🥞🍳🥓☕🤤","Merry Ann's Diner (on Campus)","100162404055730","Opico Alpaca","2017-11-09 03:15:48.753+00","Merry Ann's Diner (on Campus)","701 South Gregory Street c, Urbana","Urbana","United States","Illinois"
"🌆🌃☕🛏🚿","Live Latitude","10212886863311893","Sujay Khandekar","2017-11-09 03:27:10.773+00","Live Latitude","608 East University Avenue, Champaign","Champaign","United States","Illinois"
"🌭🍟🍰🤤😍","Portillo's Hot Dogs","100162404055730","Opico Alpaca","2017-11-09 04:49:55.097+00","Portillo's Hot Dogs","2306 North Prospect Avenue, Champaign","Champaign","United States","Illinois"
"🔝🚬➕🍻🏠","Black Dog Smoke & Ale House","100162404055730","Opico Alpaca","2017-11-09 05:57:42.111+00","Black Dog Smoke & Ale House","320 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🤤🐷🐣🔥❤","Black Dog Smoke & Ale House","1270106893044550","Anjali Ramani","2017-11-09 06:03:27.079+00","Black Dog Smoke & Ale House","320 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🍻🍖🍗🔥🥇","Black Dog Smoke & Ale House","878293195646842","Joe Higgs","2017-11-09 06:03:56.346+00","Black Dog Smoke & Ale House","320 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🔝🚬➕🍻🏠","Black Dog Smoke & Ale House","100162404055730","Opico Alpaca","2017-11-09 06:05:52.248+00","Black Dog Smoke & Ale House","320 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🍗🍖🍦💪","Wingin Out","1645283775532459","Abhishek Johri","2017-11-09 08:54:28.237+00","Wingin Out","301 East Green Street, Champaign","Champaign","United States","Illinois"
"🍤🍜🍗😇","Chopstix","1645283775532459","Abhishek Johri","2017-11-09 08:55:32.952+00","Chopstix","202 East Green Street Suite 1, Champaign","Champaign","United States","Illinois"
"💾🏢😅😫😥","Thomas M. Siebel Center for Computer Science","1645283775532459","Abhishek Johri","2017-11-09 08:58:50.214+00","Thomas M. Siebel Center for Computer Science","201 North Goodwin Avenue, Urbana","Urbana","United States","Illinois"
"🚐🌮⬅🚶😍","Thomas M. Siebel Center for Computer Science","10212886863311893","Sujay Khandekar","2017-11-09 18:12:37.758+00","Thomas M. Siebel Center for Computer Science","201 North Goodwin Avenue, Urbana","Urbana","United States","Illinois"
"🤠","Daily Byte","10155798357876617","Berk Serbetcioglu","2017-11-09 21:00:55.324+00","Daily Byte","306 South Wright Street, Urbana","Urbana","United States","Illinois"
"✈✈🏃🏃🏃","University of Illinois Willard Airport","10212886863311893","Sujay Khandekar","2017-11-09 23:59:18.02+00","University of Illinois Willard Airport","11 Airport Road, Savoy","Savoy","United States","Illinois"
"🌤☕🍩👨‍💻🎼","Hammerhead Coffee","100162404055730","Opico Alpaca","2017-11-10 02:10:51.482+00","Hammerhead Coffee","608 East University Avenue, Champaign","Champaign","United States","Illinois"
"🏃😤👜💼✈","O'Hare International Airport","10212886863311893","Sujay Khandekar","2017-11-10 02:17:30.548+00","O'Hare International Airport","10000 W O'Hare Ave, Chicago","Chicago","United States","Illinois"
"🤙🔥🔥","DP Dough","103629337075362","Hubert Gao","2017-11-10 08:48:02.201+00","DP Dough","33B E Green St, Champaign","Champaign","United States","Illinois"
"🍱🍥🍙🍵😍","Sushi Heaven","801725610001395","Swati Khandekar","2017-11-10 19:01:16.226+00","Sushi Heaven","12108 Saratoga Sunnyvale Road, Saratoga","Saratoga","United States","California"
"🤠🍔🤘","Cactus Bar & Grill","878293195646842","Joe Higgs","2017-11-10 23:18:25.151+00","Cactus Bar & Grill","404 South Wells Street, Chicago","Chicago","United States","Illinois"
"🐷🐖🍖😋🍟","Black Dog Smoke & Ale House","10212391291791338","Jinda Han","2017-11-11 02:29:49.572+00","Black Dog Smoke & Ale House","320 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🎃💪🤐🤠🌏","Thomas M. Siebel Center for Computer Science","10210328739483687","Vivek Vaidya","2017-11-11 05:51:26.927+00","Thomas M. Siebel Center for Computer Science","201 North Goodwin Avenue, Urbana","Urbana","United States","Illinois"
"🔥🌶😏🌯","Ruby's Taqueria","10210528750468531","Jewel Pi","2017-11-11 05:53:11.052+00","Ruby's Taqueria","821 Borregas Avenue, Sunnyvale","Sunnyvale","United States","California"
"🍆🌯🍅😌","Dish n Dash","10154731512861853","Zack Wu","2017-11-11 05:55:27.106+00","Dish n Dash","736 North Mathilda Avenue, Sunnyvale","Sunnyvale","United States","California"
"🐷🌮🐮🌯😍","Maize at the Station","10155200088205955","Ranjitha Kumar","2017-11-11 21:29:55.851+00","Maize at the Station","100 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🌮😋","Maize at the Station","1425689854196183","Sunaya Kumar","2017-11-11 21:42:07.222+00","Maize at the Station","100 North Chestnut Street, Champaign","Champaign","United States","Illinois"
"🇮🇳🍚🐔🌶😅","The Mynt","10203191900074104","Sunil Khandekar","2017-11-11 21:50:17.383+00","The Mynt","5210 Prospect Road, San Jose","San Jose","United States","California"
"🌮🐓🐖🌶😋","Maize at the Station","157924978075040","Kala Shivaramaiah","2017-11-11 22:05:53.78+00","Maize at the Station","100 North Chestnut Street, Champaign","Champaign","United States","Illinois"
